date,tollbooth,license_plate,cornsilk,slate_gray,navajo_white
2020.02.13,3,"GRZ-X-942",4,6,4
2020.02.13,3,"MEI-X-1438",1,3,3
2020.02.13,2,"SL-AQ-29",4,2,6
2020.02.13,3,"GI-XZ-2771",0,4,5
2020.02.13,1,"GÖ-DQ-38",1,3,3
2020.02.13,1,"H-MH-183",4,0,2
2020.02.13,1,"EL-B-287",5,3,1
2020.02.13,2,"MKK-CL-93",0,5,2
2020.02.13,1,"TÜ-UK-11",0,2,6
2020.02.13,2,"AA-Y-71",0,2,0
2020.02.13,2,"AW-S-6395",2,1,5
2020.02.13,3,"LD-CK-793",0,2,1
2020.02.13,3,"HX-VE-52",1,2,1
2020.02.13,3,"AW-DA-46",3,5,0
2020.02.13,3,"CHA-I-62",2,0,1
2020.02.13,2,"IN-DW-113",3,0,2
2020.02.13,3,"HEL-TO-642",0,1,1
2020.02.13,3,"DL-TE-9762",1,7,1
2020.02.13,3,"C-PQ-668",0,3,2
2020.02.13,1,"RÜG-HL-828",3,1,1
2020.02.13,2,"TBB-P-32",7,0,2
2020.02.13,1,"MA-I-87",5,1,4
2020.02.13,2,"BRB-SA-85",2,5,2
2020.02.13,2,"MKK-UL-342",3,3,0
2020.02.13,3,"EU-D-4",8,1,8
2020.02.13,1,"FRG-E-4952",5,6,2
2020.02.13,1,"UM-NM-412",3,2,6
2020.02.13,3,"SAD-K-6912",3,4,6
2020.02.13,2,"HDH-GJ-64",5,2,0
2020.02.13,1,"FF-C-866",2,3,2
2020.02.13,3,"PAF-C-7",3,5,6
2020.02.13,1,"S-E-6",0,1,2
2020.02.13,3,"HWI-HV-63",7,0,1
2020.02.13,2,"R-C-42",2,3,3
2020.02.13,3,"SW-RM-63",0,0,3
2020.02.13,2,"GÜ-M-3733",3,0,4
2020.02.13,1,"NOH-ZD-37",1,3,4
2020.02.13,3,"BAR-E-4",2,3,0
2020.02.13,2,"SLS-U-95",3,4,0
2020.02.13,2,"SK-YB-268",3,5,6
2020.02.13,3,"WUN-YQ-715",8,2,0
2020.02.13,2,"MR-PW-5475",0,5,7
2020.02.13,3,"LDS-I-15",1,0,4
2020.02.13,1,"MN-W-8",3,4,1
2020.02.13,1,"KA-RJ-3",0,4,0
2020.02.13,3,"GP-X-91",1,2,4
2020.02.13,2,"EB-QV-351",0,3,0
2020.02.13,1,"VEC-Z-116",4,2,2
2020.02.13,1,"LIP-CU-242",0,1,6
2020.02.13,3,"B-T-39",5,5,0
2020.02.13,1,"WUG-BQ-649",2,6,0
2020.02.13,3,"MÜ-BD-756",4,3,4
2020.02.13,3,"MN-W-8",2,1,1
2020.02.13,3,"BGL-T-48",1,0,5
2020.02.13,3,"GTH-VJ-64",1,3,0
2020.02.13,3,"MVL-B-85",1,2,1
2020.02.13,2,"LB-WB-83",3,3,3
2020.02.13,2,"Y-YJ-83",0,4,2
2020.02.13,1,"FL-S-62",3,3,0
2020.02.13,3,"RÜD-YQ-4",1,0,3
2020.02.13,1,"EIC-OX-514",4,6,5
2020.02.13,2,"FL-CP-22",1,1,1
2020.02.13,3,"LOS-N-6",6,0,3
2020.02.14,2,"GTH-J-386",0,3,4
2020.02.14,1,"BI-YC-52",7,1,1
2020.02.14,2,"WUG-NT-542",5,4,0
2020.02.14,3,"OSL-BW-924",4,0,0
2020.02.14,2,"R-C-42",0,0,4
2020.02.14,3,"BAR-F-5",4,0,0
2020.02.14,2,"WN-BB-5918",6,3,0
2020.02.14,3,"HL-WN-13",3,0,4
2020.02.14,1,"OD-H-2521",0,0,2
2020.02.14,2,"OF-OY-5221",1,3,2
2020.02.14,3,"LM-GL-1241",4,0,1
2020.02.14,1,"KG-IF-93",1,0,3
2020.02.14,3,"SB-QO-122",2,0,2
2020.02.14,3,"FÜ-BE-329",6,2,0
2020.02.14,3,"NVP-WI-779",5,0,2
2020.02.14,3,"GR-S-678",4,0,1
2020.02.14,2,"UL-F-181",1,1,2
2020.02.14,3,"AK-LC-11",1,3,0
2020.02.14,1,"PAF-Y-6449",1,0,0
2020.02.14,2,"FFB-H-545",1,3,2
2020.02.14,2,"CW-SF-63",1,2,2
2020.02.14,1,"GE-I-1289",1,1,1
2020.02.14,2,"BA-A-92",0,0,5
2020.02.14,3,"NR-NU-14",0,7,0
2020.02.14,3,"GF-G-82",1,0,1
2020.02.14,3,"EB-A-675",0,2,2
2020.02.14,2,"AA-NU-798",3,8,8
2020.02.14,3,"LSN-N-9759",1,0,1
2020.02.14,3,"MI-GD-9572",3,4,3
2020.02.14,2,"SHK-PN-16",3,0,1
2020.02.14,2,"WOB-RZ-79",1,2,6
2020.02.14,1,"WUN-T-63",3,6,0
2020.02.14,1,"GZ-I-4591",5,6,4
2020.02.14,3,"WE-H-269",2,2,1
2020.02.14,1,"A-H-859",2,1,0
2020.02.14,2,"MIL-Y-63",2,2,0
2020.02.14,3,"AN-JI-788",1,3,6
2020.02.14,2,"TS-L-37",4,2,6
2020.02.14,2,"WUG-XR-597",4,5,0
2020.02.14,2,"SW-RM-63",1,0,1
2020.02.14,2,"TÖL-L-974",1,5,4
2020.02.14,3,"AUR-X-97",3,0,1
2020.02.14,1,"TÖL-B-76",1,1,6
2020.02.14,2,"TIR-UI-954",1,4,2
2020.02.14,1,"KÜN-W-532",2,4,1
2020.02.14,2,"WEN-QX-4595",2,3,2
2020.02.14,1,"BP-O-42",1,0,3
2020.02.14,2,"MOL-HA-69",1,1,0
2020.02.14,2,"FL-FE-453",0,3,7
2020.02.14,2,"VK-K-32",0,1,1
2020.02.14,3,"KÜN-RF-364",5,2,0
2020.02.14,2,"WF-O-94",2,0,0
2020.02.14,1,"LD-CL-4527",3,1,5
2020.02.14,2,"HL-WN-13",6,0,1
2020.02.14,3,"MG-XC-54",2,2,2
2020.02.14,3,"MZ-SC-1833",8,2,4
2020.02.14,3,"LSN-H-11",2,6,1
2020.02.14,3,"SW-EN-465",1,1,5
2020.02.14,3,"HP-U-143",5,0,6
2020.02.14,3,"WTM-B-6",2,0,6
2020.02.14,2,"NOH-ZD-37",2,0,5
2020.02.14,1,"VEC-Z-116",3,1,0
2020.02.14,2,"OAL-VK-36",3,0,1
2020.02.14,3,"LRO-F-564",4,2,8
2020.02.14,3,"EU-RO-1",2,3,8
2020.02.14,2,"MZG-MD-6",0,2,7
2020.02.14,3,"RÜD-TF-5487",3,9,0
2020.02.14,1,"KF-D-95",1,1,3
2020.02.14,2,"SO-M-79",4,1,0
2020.02.14,2,"F-H-888",3,1,4
2020.02.14,3,"MKK-Z-151",0,2,4
2020.02.14,2,"BGL-T-48",1,5,2
2020.02.14,1,"RT-SA-7926",0,0,2
2020.02.14,2,"W-BG-118",1,2,2
2020.02.14,1,"DH-WY-99",3,7,3
2020.02.14,1,"VR-J-94",0,0,1
2020.02.14,1,"GS-W-438",2,5,2
2020.02.14,2,"OG-EG-131",3,3,0
2020.02.14,1,"BI-YC-52",2,2,0
2020.02.14,1,"SHG-Y-117",3,2,3
2020.02.14,3,"BA-A-92",2,4,5
2020.02.14,2,"SK-O-2",0,3,4
2020.02.14,1,"KE-XV-79",2,0,2
2020.02.14,1,"HEF-J-696",5,1,1
2020.02.14,2,"SIM-N-72",0,0,1
2020.02.14,3,"RE-TB-845",5,4,1
2020.02.15,3,"ES-P-63",5,3,7
2020.02.15,2,"BWL-K-815",1,3,5
2020.02.15,3,"RD-UJ-8154",4,1,2
2020.02.15,2,"GRZ-DG-313",1,2,4
2020.02.15,1,"OHZ-FH-29",5,1,0
2020.02.15,3,"WF-WW-2",1,2,6
2020.02.15,1,"C-PQ-668",3,0,0
2020.02.15,3,"A-R-195",2,0,6
2020.02.15,1,"WÜ-L-2739",4,4,1
2020.02.15,1,"SON-IK-8532",2,4,4
2020.02.15,3,"HBN-B-8881",0,9,0
2020.02.15,3,"MG-XC-54",0,2,0
2020.02.15,2,"KUS-IE-12",0,3,5
2020.02.15,1,"LDK-RP-86",3,3,2
2020.02.15,1,"VS-N-463",2,1,2
2020.02.15,1,"OA-CM-78",4,0,0
2020.02.15,1,"GAP-K-7",1,0,0
2020.02.15,3,"ST-V-683",3,0,0
2020.02.15,3,"ND-I-232",3,0,1
2020.02.15,1,"GI-QX-227",3,0,1
2020.02.15,3,"NR-S-932",6,3,3
2020.02.15,1,"MOL-VD-8624",1,3,2
2020.02.15,3,"MÜ-G-464",0,6,1
2020.02.15,1,"DGF-FJ-94",1,0,0
2020.02.15,3,"LU-W-912",5,0,1
2020.02.15,2,"HRO-T-727",3,1,0
2020.02.15,3,"ABI-N-9",1,5,2
2020.02.15,1,"SO-XK-811",1,2,2
2020.02.15,1,"FÜ-BE-329",1,1,5
2020.02.15,2,"LDS-A-26",2,0,3
2020.02.15,1,"AW-Y-938",2,0,3
2020.02.15,2,"J-UD-436",0,5,3
2020.02.15,3,"WM-X-147",0,2,0
2020.02.15,2,"SAW-H-67",2,2,0
2020.02.15,3,"LÖ-H-4",1,0,2
2020.02.15,3,"MSH-E-38",2,1,0
2020.02.15,3,"HDH-ZP-5",3,5,1
2020.02.15,1,"EA-CK-47",1,5,2
2020.02.15,1,"GE-CZ-374",5,0,4
2020.02.15,2,"MVL-ZW-92",0,2,3
2020.02.15,1,"IZ-NY-652",2,0,6
2020.02.15,2,"IGB-O-746",3,4,0
2020.02.15,3,"ES-OK-965",6,2,4
2020.02.15,3,"KG-EV-1",0,7,1
2020.02.15,3,"NK-F-548",1,0,0
2020.02.15,3,"DAU-W-62",4,9,1
2020.02.15,1,"OHZ-W-68",3,3,1
2020.02.15,3,"EN-T-6",1,0,6
2020.02.15,1,"LSN-N-9759",0,0,1
2020.02.15,3,"RE-XJ-39",3,0,1
2020.02.15,1,"NDH-B-8678",2,1,2
2020.02.15,1,"LG-W-468",3,0,3
2020.02.15,3,"ZW-X-61",0,0,1
2020.02.15,3,"KN-A-348",1,2,5
2020.02.15,2,"GI-XZ-2771",5,9,0
2020.02.15,1,"EIC-KE-435",9,3,3
2020.02.15,1,"LIF-DV-2",3,2,3
2020.02.15,1,"SAD-J-174",5,3,0
2020.02.15,2,"LI-GA-92",0,1,2
2020.02.15,3,"HRO-G-2464",1,2,3
2020.02.15,2,"MEI-X-1438",0,2,1
2020.02.15,1,"BTF-BY-689",4,4,5
2020.02.15,1,"KYF-N-4",1,2,3
2020.02.15,3,"AW-PX-62",3,2,3
2020.02.15,2,"SAD-J-174",3,0,0
2020.02.15,2,"HWI-RQ-618",2,0,4
2020.02.15,1,"LM-GL-1241",0,0,1
2020.02.15,2,"EB-EI-1",2,6,3
2020.02.15,2,"FR-N-87",8,3,1
2020.02.15,3,"NW-MZ-535",7,0,0
2020.02.15,2,"MYK-M-28",5,2,2
2020.02.15,3,"BA-A-92",3,3,5
2020.02.15,2,"MOL-HA-69",1,4,4
2020.02.15,2,"OF-D-629",1,1,3
2020.02.15,2,"BP-QM-566",3,1,1
2020.02.15,1,"MSH-E-38",2,2,5
2020.02.15,1,"B-T-39",1,8,2
2020.02.15,3,"OHZ-FH-29",0,6,3
2020.02.15,1,"WHV-T-22",3,2,0
2020.02.15,3,"GR-VF-571",0,0,0
2020.02.15,3,"THL-Q-83",4,1,1
2020.02.15,2,"FRG-D-5289",0,0,1
2020.02.15,3,"NDH-B-8678",1,4,3
2020.02.15,1,"OHA-P-354",0,1,3
2020.02.15,1,"LSN-P-554",5,1,3
2020.02.15,3,"HX-A-86",9,4,3
2020.02.15,1,"TÖL-B-76",3,0,2
2020.02.15,1,"WO-M-713",1,2,1
2020.02.15,2,"BRA-WE-53",5,8,1
2020.02.15,1,"AN-JI-788",2,0,5
2020.02.15,1,"AÖ-FO-75",2,1,1
2020.02.15,1,"NU-PM-2",6,4,3
2020.02.15,1,"MK-A-39",2,0,4
2020.02.15,1,"BZ-B-2936",0,1,2
2020.02.15,2,"KU-MW-29",0,6,7
2020.02.15,1,"L-X-3527",0,0,0
2020.02.15,1,"LDK-O-871",3,6,1
2020.02.15,1,"SI-A-923",1,4,2
2020.02.15,2,"THL-Q-83",2,4,1
2020.02.15,2,"WM-RI-753",1,3,0
2020.02.15,3,"AÖ-ZM-15",1,8,0
2020.02.15,3,"BT-O-952",4,5,5
2020.02.15,1,"SLK-WA-97",7,1,1
2020.02.15,2,"WM-RI-753",1,3,1
2020.02.15,2,"MM-HJ-55",1,0,2
2020.02.15,3,"KG-OF-875",0,5,7
2020.02.15,1,"GR-VF-571",2,1,2
2020.02.15,2,"MA-H-94",1,4,6
2020.02.15,2,"HEF-J-696",0,2,1
2020.02.15,2,"WÜ-L-2739",2,4,0
2020.02.16,2,"DU-P-431",1,2,2
2020.02.16,1,"ABI-OB-294",3,0,6
2020.02.16,1,"RV-AQ-65",6,1,3
2020.02.16,3,"EU-D-4",7,1,4
2020.02.16,1,"HGW-M-456",2,0,0
2020.02.16,2,"HB-XY-7244",5,3,1
2020.02.16,3,"IN-NT-115",9,1,2
2020.02.16,2,"EN-A-8",1,1,2
2020.02.16,1,"BP-O-42",1,0,2
2020.02.16,1,"OF-D-629",5,2,2
2020.02.16,1,"NMS-RL-52",5,0,3
2020.02.16,2,"NVP-X-772",2,8,6
2020.02.16,3,"SP-DC-23",0,0,1
2020.02.16,3,"P-E-47",0,0,4
2020.02.16,1,"WIL-A-2679",3,0,0
2020.02.16,3,"WT-Y-89",7,1,3
2020.02.16,2,"RÜG-HL-828",4,3,7
2020.02.16,1,"SOK-M-8914",6,8,1
2020.02.16,1,"J-Z-51",2,4,1
2020.02.16,1,"OF-OY-5221",1,4,0
2020.02.16,3,"SHA-AS-8",5,4,1
2020.02.16,2,"MÜR-EO-555",5,0,1
2020.02.16,1,"DAU-RO-8584",6,1,1
2020.02.16,1,"BWL-H-12",0,0,6
2020.02.16,3,"RV-AQ-65",6,0,1
2020.02.16,1,"TG-KW-157",6,1,6
2020.02.16,3,"NVP-P-13",2,1,0
2020.02.16,1,"L-AA-648",3,1,1
2020.02.16,2,"NF-QN-2112",4,2,2
2020.02.16,1,"TBB-Q-3",5,3,2
2020.02.16,3,"GÜ-HR-5253",2,1,0
2020.02.16,3,"KG-EV-1",0,0,2
2020.02.16,1,"NVP-PG-374",5,2,5
2020.02.16,2,"ME-Z-22",5,0,4
2020.02.16,1,"LSA-IH-9",5,0,5
2020.02.16,1,"WHV-U-981",7,2,1
2020.02.16,3,"OH-UK-118",2,1,0
2020.02.16,1,"TÖL-T-92",2,0,2
2020.02.16,2,"AE-I-81",3,2,3
2020.02.16,2,"MM-XG-2",1,1,1
2020.02.16,1,"AZ-GM-4421",0,2,0
2020.02.16,3,"FT-WA-722",1,6,6
2020.02.16,3,"RT-OC-157",3,5,1
2020.02.16,1,"OE-FZ-829",0,2,0
2020.02.16,2,"GZ-I-4591",4,2,1
2020.02.16,3,"B-T-39",5,0,0
2020.02.16,2,"KR-MZ-52",1,0,1
2020.02.16,3,"KR-MZ-52",2,7,0
2020.02.16,3,"MM-RL-4",2,7,6
2020.02.16,3,"BA-A-92",6,1,3
2020.02.16,3,"FO-RR-727",1,4,3
2020.02.16,2,"DU-TY-4369",4,2,0
2020.02.16,1,"GP-FS-77",1,3,0
2020.02.16,3,"OH-UK-118",2,7,3
2020.02.16,2,"HDH-SY-2353",2,0,5
2020.02.16,3,"AW-T-573",0,0,7
2020.02.16,2,"FF-D-62",4,2,4
2020.02.16,1,"BOT-TZ-641",3,6,0
2020.02.16,3,"STA-YH-12",3,6,0
2020.02.16,2,"WAF-P-167",4,0,4
2020.02.16,3,"SON-IK-8532",0,0,0
2020.02.16,3,"FO-RR-727",1,4,1
2020.02.16,2,"KE-ZP-55",0,4,1
2020.02.16,1,"CE-WA-67",1,2,0
2020.02.16,3,"KO-SG-852",1,4,4
2020.02.16,1,"MKK-Z-151",2,4,4
2020.02.16,3,"DU-DP-8",3,9,1
2020.02.16,2,"EA-OM-46",0,2,2
2020.02.16,2,"ESW-VO-277",1,6,0
2020.02.16,3,"OAL-A-459",7,3,0
2020.02.16,3,"EI-DO-52",0,0,2
2020.02.16,1,"OHV-NV-458",0,1,1
2020.02.16,1,"BWL-K-815",1,0,6
2020.02.16,1,"WB-XG-76",4,4,4
2020.02.16,2,"AA-NU-798",0,0,7
2020.02.16,1,"SHA-AS-8",0,0,6
2020.02.16,2,"BA-A-92",1,2,0
2020.02.16,2,"MK-B-7",1,4,2
2020.02.16,3,"SAD-K-6912",6,2,3
2020.02.16,2,"NB-PX-887",0,0,2
2020.02.16,3,"LD-D-957",6,9,5
2020.02.16,1,"OHA-C-92",0,0,2
2020.02.16,3,"REG-N-59",0,1,2
2020.02.16,3,"LWL-YE-8611",0,4,0
2020.02.16,2,"MKK-Z-151",5,1,5
2020.02.16,2,"FL-S-62",3,4,1
2020.02.16,1,"NU-PM-2",0,5,5
2020.02.16,2,"REG-N-59",1,3,3
2020.02.16,2,"VEC-X-59",4,2,0
2020.02.16,2,"GTH-Z-6",2,1,4
2020.02.16,3,"WO-M-713",6,1,4
2020.02.16,1,"EA-OM-46",4,4,4
2020.02.16,2,"COC-F-49",2,2,0
2020.02.16,3,"EIC-NB-96",0,0,0
2020.02.16,2,"LB-WB-83",0,1,2
2020.02.16,1,"MR-PW-5475",4,0,2
2020.02.16,2,"BK-IE-98",1,0,0
2020.02.16,2,"LA-I-541",1,1,0
2020.02.16,1,"PLÖ-X-7727",0,0,6
2020.02.16,1,"EIC-OX-514",1,1,5
2020.02.16,2,"LDS-I-15",0,2,1
2020.02.16,3,"OH-Q-6",5,1,1
2020.02.16,2,"RD-Z-98",7,0,0
2020.02.16,2,"SHA-TG-92",2,4,4
2020.02.16,2,"NWM-E-99",5,3,7
2020.02.16,1,"LSN-P-554",0,5,0
2020.02.16,1,"EIC-O-898",3,3,2
2020.02.16,1,"GT-H-11",1,0,2
2020.02.16,3,"LDS-A-26",0,0,2
2020.02.16,1,"MOS-NU-56",3,1,8
2020.02.16,3,"WUG-RO-4",0,2,0
2020.02.16,2,"SI-A-923",7,0,0
2020.02.16,2,"KE-UP-71",0,1,7
2020.02.16,2,"ES-F-78",5,0,3
2020.02.16,3,"LER-AF-151",2,2,3
2020.02.16,1,"GAP-K-7",0,1,2
2020.02.16,2,"MÜ-G-464",5,4,1
2020.02.16,3,"VK-DL-57",6,5,1
2020.02.16,1,"F-H-888",0,1,2
2020.02.16,2,"MIL-Y-63",0,2,4
2020.02.16,1,"EU-RO-1",0,3,5
2020.02.16,3,"WW-WN-2",3,1,0
2020.02.16,3,"MN-JI-5391",3,2,0
2020.02.16,2,"BIT-BA-78",7,6,0
2020.02.16,2,"PCH-U-396",3,2,3
2020.02.16,1,"WIL-N-945",5,2,5
2020.02.16,1,"OD-H-2521",1,5,0
2020.02.16,1,"BT-O-952",0,2,0
2020.02.16,1,"LÖ-ZH-657",4,1,0
2020.02.16,3,"WAF-P-167",4,0,0
2020.02.16,3,"PF-AI-137",0,1,2
2020.02.16,2,"RÜG-UX-14",4,0,4
2020.02.16,1,"IGB-O-746",7,1,1
2020.02.16,1,"AN-JI-788",1,3,0
2020.02.16,3,"MG-VR-5",3,3,1
2020.02.16,1,"R-C-42",1,2,5
2020.02.16,2,"SB-Q-528",5,2,4
2020.02.16,2,"PE-AP-95",0,1,1
2020.02.16,1,"PLÖ-OW-75",1,1,2
2020.02.16,1,"KN-F-71",1,3,1
2020.02.16,2,"DH-WY-99",5,1,3
2020.02.16,3,"VK-DL-57",2,0,7
2020.02.16,1,"MÜR-H-8",2,5,2
2020.02.16,2,"AÖ-FO-75",3,0,2
2020.02.16,2,"KI-HP-645",1,1,5
2020.02.16,3,"KN-E-737",3,2,4
2020.02.16,1,"KA-VA-761",0,2,0
2020.02.16,3,"DAN-DN-41",2,5,0
2020.02.16,1,"HS-TM-25",6,5,0
2020.02.16,1,"M-O-292",1,2,1
2020.02.16,2,"MG-XC-54",2,0,0
2020.02.16,3,"SLS-U-95",6,1,2
2020.02.16,3,"WÜ-L-2739",5,4,1
2020.02.16,1,"CHA-M-475",1,7,7
2020.02.16,2,"S-G-29",2,4,5
2020.02.16,3,"ST-V-683",3,1,3
2020.02.16,1,"AW-T-573",1,0,0
2020.02.16,3,"FT-KC-243",2,2,2
2020.02.16,2,"BOR-QF-7563",5,2,0
2020.02.16,1,"COC-F-49",4,5,5
2020.02.16,1,"HX-VE-52",3,3,3
2020.02.16,2,"RA-KF-6934",0,6,3
2020.02.16,3,"KN-A-348",2,1,7
2020.02.17,3,"OD-H-2521",3,4,3
2020.02.17,1,"AW-PX-62",5,2,4
2020.02.17,2,"MS-NB-8274",0,0,3
2020.02.17,2,"OA-CM-78",0,0,2
2020.02.17,3,"NK-F-548",3,3,4
2020.02.17,1,"SOK-M-8914",6,2,2
2020.02.17,1,"MS-UO-438",0,4,1
2020.02.17,3,"BRB-FQ-23",4,1,0
2020.02.17,1,"LU-U-52",0,4,3
2020.02.17,3,"WT-Y-89",1,4,1
2020.02.17,2,"AM-VR-87",0,5,6
2020.02.17,1,"NOM-SZ-9",1,4,2
2020.02.17,1,"PIR-E-79",0,3,1
2020.02.17,3,"HDH-SY-2353",0,2,2
2020.02.17,1,"LD-YO-917",1,7,6
2020.02.17,2,"LD-CK-793",1,0,0
2020.02.17,3,"SLS-O-59",0,7,6
2020.02.17,1,"KA-J-384",1,3,1
2020.02.17,2,"RÜG-UX-14",0,2,4
2020.02.17,1,"MTK-O-27",5,2,7
2020.02.17,3,"BP-QM-566",3,2,7
2020.02.17,1,"LSA-IH-9",2,1,2
2020.02.17,1,"DU-DP-8",7,8,0
2020.02.17,1,"HEL-TO-642",0,3,1
2020.02.17,1,"RT-I-15",0,5,2
2020.02.17,1,"GE-I-1289",4,4,2
2020.02.17,1,"GP-FS-77",0,7,2
2020.02.17,3,"HH-T-324",1,0,2
2020.02.17,3,"THW-PO-782",0,0,0
2020.02.17,1,"ME-UK-74",5,0,8
2020.02.17,1,"DAN-DN-41",0,5,5
2020.02.17,2,"AS-PG-9",6,2,0
2020.02.17,3,"KU-B-49",2,4,5
2020.02.17,3,"DBR-WA-16",3,1,1
2020.02.17,2,"K-K-569",1,2,0
2020.02.17,1,"BRB-SA-85",2,6,4
2020.02.17,1,"MÜ-BD-756",5,2,3
2020.02.17,2,"HI-LK-5831",1,2,6
2020.02.17,2,"ABI-N-9",1,1,7
2020.02.17,2,"NMS-D-76",0,5,2
2020.02.17,2,"EA-CK-47",2,2,1
2020.02.17,1,"SW-EN-465",2,0,5
2020.02.17,2,"AS-PG-9",5,4,4
2020.02.17,2,"RV-K-225",8,6,0
2020.02.17,2,"KUS-IE-12",6,4,1
2020.02.17,1,"SHG-Y-117",0,4,4
2020.02.17,1,"OAL-VK-36",0,3,8
2020.02.17,2,"HSK-V-3",1,0,3
2020.02.17,2,"OAL-A-459",3,3,3
2020.02.17,3,"KF-G-9",2,0,3
2020.02.17,2,"RS-K-423",2,3,1
2020.02.17,1,"WE-GT-682",5,0,1
2020.02.17,1,"GP-X-91",1,0,0
2020.02.17,3,"DD-M-2367",1,7,3
2020.02.17,3,"NVP-P-13",1,3,1
2020.02.17,2,"LDS-L-17",5,1,3
2020.02.17,3,"G-W-59",1,6,4
2020.02.17,3,"RO-P-622",0,0,0
2020.02.17,2,"HDH-ZE-418",1,1,1
2020.02.17,2,"LG-I-3",2,4,2
2020.02.17,1,"BAR-F-5",3,1,6
2020.02.17,2,"CB-V-324",7,5,3
2020.02.17,3,"SLS-O-59",0,2,2
2020.02.17,3,"BT-HF-31",1,0,4
2020.02.17,3,"VS-LV-958",3,0,0
2020.02.17,3,"GRZ-DG-313",6,8,8
2020.02.17,2,"NOM-V-963",6,7,6
2020.02.17,1,"KN-F-71",2,1,5
2020.02.17,2,"NU-N-3",3,1,4
2020.02.17,2,"NW-S-36",1,9,0
2020.02.17,2,"SPN-KF-8545",2,0,3
2020.02.17,1,"BTF-BY-689",1,0,1
2020.02.17,2,"CB-V-324",1,0,4
2020.02.17,1,"ST-BR-62",7,0,2
2020.02.17,2,"HR-Q-1412",1,1,6
2020.02.17,3,"WÜ-G-25",0,1,8
2020.02.17,3,"DBR-WA-16",4,5,5
2020.02.17,2,"WES-PY-211",9,5,0
2020.02.17,3,"NK-F-548",2,1,0
2020.02.17,3,"S-V-2475",2,4,4
2020.02.17,2,"VK-K-32",0,0,0
2020.02.17,1,"PF-AI-137",4,1,1
2020.02.17,2,"VK-K-32",7,2,2
2020.02.17,3,"FFB-H-545",2,0,2
2020.02.17,2,"SLK-O-32",1,0,3
2020.02.17,3,"FT-KC-243",0,0,0
2020.02.17,3,"TR-KG-5442",5,1,4
2020.02.17,3,"SK-JL-4",4,5,5
2020.02.17,1,"ESW-WD-927",0,0,3
2020.02.17,2,"S-E-6",3,2,5
2020.02.17,3,"DD-T-4",1,5,1
2020.02.17,2,"THW-Z-13",1,2,1
2020.02.17,3,"RO-EC-6",0,6,1
2020.02.17,1,"SOK-YW-9",5,1,3
2020.02.17,2,"TR-KG-5442",1,2,0
2020.02.17,2,"ROS-TE-56",4,2,5
2020.02.17,3,"SAW-H-67",0,1,3
2020.02.17,3,"SB-QO-122",0,3,1
2020.02.17,2,"SB-Q-528",1,1,5
2020.02.17,3,"AN-N-555",3,2,6
2020.02.17,2,"SHA-SB-8",2,3,6
2020.02.17,3,"EN-T-6",2,0,0
2020.02.17,1,"MVL-ZW-92",1,1,1
2020.02.17,1,"LU-U-52",6,2,0
2020.02.17,3,"WN-BB-5918",7,1,2
2020.02.17,2,"AP-A-858",1,3,1
2020.02.17,2,"EB-A-675",4,2,4
2020.02.17,1,"COE-BW-89",5,7,2
2020.02.17,2,"SB-ZW-871",2,1,4
2020.02.17,3,"WUN-T-63",2,3,6
2020.02.17,3,"WE-GT-682",0,3,3
2020.02.17,2,"IGB-O-746",1,2,0
2020.02.17,2,"RE-TB-845",6,0,0
2020.02.17,3,"FRG-D-5289",1,3,2
2020.02.17,3,"A-R-195",0,1,3
2020.02.17,3,"SZ-DC-721",1,0,2
2020.02.17,3,"ST-BR-62",1,5,1
2020.02.17,2,"TBB-Q-3",0,1,3
2020.02.17,2,"ST-V-683",3,3,0
2020.02.17,3,"FFB-N-22",7,0,1
2020.02.17,2,"GP-K-557",4,3,4
2020.02.17,2,"MS-UO-438",0,2,0
2020.02.17,1,"WUG-RO-4",5,0,5
2020.02.17,3,"DEG-CP-3",0,1,0
2020.02.17,2,"SK-YB-268",5,2,1
2020.02.17,3,"BI-YC-52",0,0,3
2020.02.17,1,"KB-RK-157",0,0,3
2020.02.17,3,"ZW-F-6",1,0,2
2020.02.17,2,"VS-N-463",4,1,2
2020.02.17,2,"SL-RS-233",0,2,2
2020.02.17,3,"BI-A-677",2,1,5
2020.02.17,2,"EIC-O-898",1,0,4
2020.02.17,3,"KG-EV-1",8,0,5
2020.02.18,3,"R-C-42",8,3,0
2020.02.18,3,"LG-AK-79",7,7,1
2020.02.18,1,"HI-LK-5831",2,2,1
2020.02.18,2,"NW-MZ-535",2,1,1
2020.02.18,1,"S-V-2475",6,3,5
2020.02.18,3,"P-E-47",0,8,4
2020.02.18,1,"RO-Q-363",7,5,5
2020.02.18,1,"FFB-O-81",2,2,6
2020.02.18,1,"RÜG-YG-27",3,3,2
2020.02.18,2,"ABI-N-9",0,2,1
2020.02.18,3,"PLÖ-OW-75",6,5,0
2020.02.18,3,"ER-V-631",5,3,3
2020.02.18,1,"NB-PX-887",0,0,0
2020.02.18,1,"AA-Y-71",2,1,3
2020.02.18,1,"MM-BT-443",0,6,1
2020.02.18,2,"J-UD-436",2,1,6
2020.02.18,2,"COC-Z-7",4,0,3
2020.02.18,1,"GG-N-97",1,2,1
2020.02.18,1,"RÜD-D-35",0,6,5
2020.02.18,2,"EA-K-1629",2,0,4
2020.02.18,3,"KO-NH-841",3,1,1
2020.02.18,1,"PA-ZL-263",2,3,6
