iata,name,city,state,country,lat,long,dst,tz,utc_offset
IIY,Washington-Wilkes County,Washington,GA,USA,33.77987528,-82.81661639,,America/New_York,-4
CWV,Claxton-Evans County,Claxton,GA,USA,32.19505556,-81.86955556,,America/New_York,-4
VPC,Cartersville,Cartersville,GA,USA,34.12313889,-84.84869444,,America/New_York,-4
18A,Franklin County,Canon,GA,USA,34.34010472,-83.13348333,,America/New_York,-4
2J3,Louisville Municipal,Louisville,GA,USA,32.98654083,-82.38568139,,America/New_York,-4
2J2,Liberty County,Hinesville,GA,USA,31.78461111,-81.64116667,,America/New_York,-4
70J,Cairo-Grady County,Cairo,GA,USA,30.88797667,-84.15473528,,America/New_York,-4
JES,Jesup-Wayne County,Jesup,GA,USA,31.55408333,-81.88344444,,America/New_York,-4
17J,Donalsonville Municipal,Donalsonville,GA,USA,31.00694444,-84.87761111,,America/New_York,-4
FFC,Peachtree City - Falcon ,Atlanta,GA,USA,33.35725,-84.57183333,,America/New_York,-4
16J,Dawson Municipal,Dawson,GA,USA,31.74328472,-84.419285,,America/New_York,-4
9A5,Barwick-LaFayette ,LaFayette,GA,USA,34.68896917,-85.29023333,,America/New_York,-4
BHC,Baxley Municipal,Baxley,GA,USA,31.71383333,-82.39377778,,America/New_York,-4
46A,Blairsville,Blairsville,GA,USA,34.85508722,-83.996855000000011,,America/New_York,-4
47A,Cherokee County,Canton,GA,USA,34.31058333,-84.42391667,,America/New_York,-4
6A2,Griffin-Spaulding County ,Griffin,GA,USA,33.22697222,-84.27494444,,America/New_York,-4
3J7,Greene County Airpark,Greensboro,GA,USA,33.59766667,-83.139,,America/New_York,-4
65J,Wrens Memorial,Wrens,GA,USA,33.222645,-82.38373611,,America/New_York,-4
9A1,Covington Municipal,Covington,GA,USA,33.6324825,-83.84955806,,America/New_York,-4
SYV,Sylvester,Sylvester,GA,USA,31.55851111,-83.89573389,,America/New_York,-4
EZM,Eastman-Dodge County,Eastman,GA,USA,32.21425,-83.12802778,,America/New_York,-4
4A4,Cornelius-Moore ,Cedartown,GA,USA,34.01869444,-85.14647222,,America/New_York,-4
OPN,Thomaston-Upton County,Thomaston,GA,USA,32.95458861,-84.26315222,,America/New_York,-4
RVJ,Reidsville,Reidsville,GA,USA,32.05897222,-82.15172222,,America/New_York,-4
SBO,Emanuel County,Swainsboro,GA,USA,32.60825,-82.36869444,,America/New_York,-4
D73,Monroe-Walton County,Monroe,GA,USA,33.78149889,-83.69355389,,America/New_York,-4
MAC,Herbert Smart Downtown,Macon,GA,USA,32.82213889,-83.56202778,,America/New_York,-4
4J1,Brantley County,Nahunta,GA,USA,31.21272417,-81.90539083,,America/New_York,-4
2J5,Millen,Millen,GA,USA,32.89376972,-81.96511583,,America/New_York,-4
09J,Jekyll Island,Jekyll Island,GA,USA,31.07447222,-81.42777778,,America/New_York,-4
CCO,Newnan-Coweta County,Newnan,GA,USA,33.31208333,-84.77027778,,America/New_York,-4
JZP,Pickens County,Jasper,GA,USA,34.45147972,-84.45659278,,America/New_York,-4
4J5,Quitman-Brooks County,Quitman,GA,USA,30.80575139,-83.58654889,,America/New_York,-4
AMG,Bacon County,Alma,GA,USA,31.53605556,-82.50655556,,America/New_York,-4
15J,Cook County,Adel,GA,USA,31.13780556,-83.45308333,,America/New_York,-4
HI01,Princeville,Hanalei,HI,USA,22.20919,-159.44553390000002,,Pacific/Honolulu,-10
PAK,Port Allen,Hanapepe,HI,USA,21.89686833,-159.60332169999998,,Pacific/Honolulu,-10
HNR,Harlan Municipal,Harlan,IA,USA,41.58438889,-95.33963889,,America/Chicago,-5
3Y3,Winterset Madison County,Winterset,IA,USA,41.36276778,-94.02106194,,America/Chicago,-5
ICL,Schenck ,Clarinda,IA,USA,40.72178361,-95.02642667,,America/Chicago,-5
BNW,Boone Municipal,Boone,IA,USA,42.04956944,-93.84757222,,America/Chicago,-5
EFW,Jefferson Municipal,Jefferson,IA,USA,42.01016667,-94.34258333,,America/Chicago,-5
SLB,Storm Lake Municipal,Storm Lake,IA,USA,42.59719444,-95.24066667,,America/Chicago,-5
TZT,Belle Plaine Municipal,Belle Plaine,IA,USA,41.87877778,-92.28456944,,America/Chicago,-5
AWG,Washington Municipal,Washington,IA,USA,41.27610083,-91.67344389,,America/Chicago,-5
C25,Waverly Municipal,Waverly,IA,USA,42.741952500000004,-92.50793528,,America/Chicago,-5
TVK,Centerville Municipal,Centerville,IA,USA,40.68390306,-92.90103333,,America/Chicago,-5
IIB,Independence Municipal,Independence,IA,USA,42.45359833,-91.94761833,,America/Chicago,-5
3Y2,George L Scott Municipal,West Union,IA,USA,42.98508917,-91.79060417,,America/Chicago,-5
4C8,Albia Municipal,Albia,IA,USA,40.99445361,-92.76297194,,America/Chicago,-5
MIW,Marshalltown Municipal,Marshalltown,IA,USA,42.11272639,-92.91778778,,America/Chicago,-5
OXV,Knoxville Municipal,Knoxville,IA,USA,41.29888556,-93.11381556,,America/Chicago,-5
RDK,Red Oak Municipal,Red Oak,IA,USA,41.01052778,-95.25986111,,America/Chicago,-5
SKI,Sac City Municipal,Sac City,IA,USA,42.37908333,-94.97958333,,America/Chicago,-5
IKV,Ankeny Regional,Ankeny,IA,USA,41.69128556,-93.56630333,,America/Chicago,-5
DEH,Decorah Municipal,Decorah,IA,USA,43.27550139,-91.73937389,,America/Chicago,-5
MUT,Muscatine Municipal,Muscatine,IA,USA,41.36786333,-91.14821639,,America/Chicago,-5
0K7,Humboldt Municipal,Humboldt,IA,USA,42.7360825,-94.24524167,,America/Chicago,-5
FFL,Fairfield Municipal,Fairfield,IA,USA,41.05332417,-91.97892333,,America/Chicago,-5
FSW,Fort Madison Municipal,Fort Madison,IA,USA,40.6592625,-91.3268175,,America/Chicago,-5
EBS,Webster City Municipal,Webster City,IA,USA,42.43663889,-93.86886111,,America/Chicago,-5
PRO,Perry Municipal,Perry,IA,USA,41.82801306,-94.15990361,,America/Chicago,-5
HPT,Hampton Municipal,Hampton,IA,USA,42.72372361,-93.22634056,,America/Chicago,-5
IFA,Iowa Falls Municipal,Iowa Falls,IA,USA,42.47078639,-93.26995361,,America/Chicago,-5
LWD,Lamoni Municipal,Lamoni,IA,USA,40.63333306,-93.90217028,,America/Chicago,-5
2Y4,Rockwell City Municipal,Rockwell City,IA,USA,42.38748056,-94.61803333,,America/Chicago,-5
TNU,Newton Municipal,Newton,IA,USA,41.67442972,-93.02172917,,America/Chicago,-5
AIO,Atlantic Municipal,Atlantic,IA,USA,41.40726722,-95.04690639,,America/Chicago,-5
CIN,Arthur N Neu,Carroll,IA,USA,42.04619444,-94.789,,America/Chicago,-5
MPZ,Mount Pleasant Municipal,Mount Pleasant,IA,USA,40.94661389,-91.511075,,America/Chicago,-5
OOA,Oskaloosa Municipal,Oskaloosa,IA,USA,41.22614944,-92.49388278,,America/Chicago,-5
OQW,Maquoketa Municipal,Maquoketa,IA,USA,42.050075,-90.73880472,,America/Chicago,-5
C17,Marion,Marion,IA,USA,42.03111083,-91.52934222,,America/Chicago,-5
GCT,Guthrie County Regional,Guthrie Center,IA,USA,41.68776417,-94.43524611,,America/Chicago,-5
VTI,Vinton Veterans Memorial Airpark,Vinton,IA,USA,42.21862611,-92.02592806,,America/Chicago,-5
DNS,Denison Municipal,Denison,IA,USA,41.9864325,-95.38072083,,America/Chicago,-5
LRJ,Le Mars Municipal,Le Mars,IA,USA,42.77801778,-96.19368944,,America/Chicago,-5
ORC,Orange City Municipal,Orange City,IA,USA,42.99026444,-96.06279667,,America/Chicago,-5
DVN,Davenport Municipal,Davenport,IA,USA,41.6102775,-90.58832528,,America/Chicago,-5
POH,Pocahontas Municipal,Pocahontas,IA,USA,42.74280556,-94.64730556,,America/Chicago,-5
SDA,Shenandoah Municipal,Shenandoah,IA,USA,40.75148167,-95.41347222,,America/Chicago,-5
CKP,Cherokee Municipal,Cherokee,IA,USA,42.73147222,-95.55613889,,America/Chicago,-5
GGI,Grinnell Municipal,Grinnell,IA,USA,41.70916083,-92.73491278,,America/Chicago,-5
CAV,Clarion Municipal,Clarion,IA,USA,42.74194389,-93.75890944,,America/Chicago,-5
EST,Estherville Municipal,Estherville,IA,USA,43.40744444,-94.74641667,,America/Chicago,-5
CSQ,Creston Municipal,Creston,IA,USA,41.02146139,-94.36331917,,America/Chicago,-5
AMW,Ames Municipal,Ames,IA,USA,41.99206972,-93.62180139,,America/Chicago,-5
GFZ,Greenfield Municipal,Greenfield,IA,USA,41.32702778,-94.44572222,,America/Chicago,-5
4K6,Bloomfield Municipal,Bloomfield,IA,USA,40.73210556,-92.42826889,,America/Chicago,-5
I75,Osceola Municipal,Osceola,IA,USA,41.05221889,-93.68966222,,America/Chicago,-5
EGQ,Emmetsburg Municipal,Emmetsburg,IA,USA,43.10202056,-94.704675,,America/Chicago,-5
MXO,Monticello Municipal,Monticello,IA,USA,42.22611111,-91.16708333,,America/Chicago,-5
FXY,Forest City Municipal,Forest City,IA,USA,43.23473417,-93.6241025,,America/Chicago,-5
U59,Driggs-Reed Memorial,Driggs,ID,USA,43.74193056,-111.0978608,,America/Boise,-6
U76,Mountain Home Municipal,Mountain Home,ID,USA,43.13125278,-115.72959440000001,,America/Boise,-6
1S6,Priest River Muni,Priest River,ID,USA,48.19018611,-116.90936440000002,,America/Los_Angeles,-7
EUL,Caldwell Industrial,Caldwell (Boise),ID,USA,43.64186111,-116.6357778,,America/Boise,-6
S73,Kamiah Municipal,Kamiah,ID,USA,46.21934028,-116.0134736,,America/Los_Angeles,-7
S67,Nampa Muni,Nampa,ID,USA,43.58133333,-116.52305559999999,,America/Boise,-6
RXE,Rexburg-Madison County,Rexburg,ID,USA,43.83391139,-111.80510500000001,,America/Boise,-6
S83,Shoshone County,Kellogg,ID,USA,47.54769889,-116.18850079999999,,America/Los_Angeles,-7
S87,Weiser Municipal,Weiser,ID,USA,44.20683056,-116.9623869,,America/Boise,-6
U10,Preston,Preston,ID,USA,42.10690806,-111.9125389,,America/Boise,-6
GNG,Gooding Municipal,Gooding,ID,USA,42.91716639,-114.7651575,,America/Boise,-6
S89,Craigmont Municipal,Craigmont,ID,USA,46.24710917,-116.4801447,,America/Los_Angeles,-7
S72,St Maries Municipal,St Maries,ID,USA,47.32768722,-116.5773906,,America/Los_Angeles,-7
U70,Cascade,Cascade,ID,USA,44.4937825,-116.01624220000001,,America/Boise,-6
S66,Homedale Municipal,Homedale,ID,USA,43.61488056,-116.9215372,,America/Boise,-6
1U7,Bear Lake County,Paris,ID,USA,42.24714972,-111.33826,,America/Boise,-6
S80,Idaho County,Grangeville,ID,USA,45.94255806,-116.1234158,,America/Los_Angeles,-7
U03,Buhl Municipal,Buhl,ID,USA,42.59157139,-114.79671780000001,,America/Boise,-6
U36,Aberdeen Municipal,Aberdeen,ID,USA,42.92102222,-112.8811053,,America/Boise,-6
U82,Council Municipal,Council,ID,USA,44.7498875,-116.44680919999999,,America/Boise,-6
LLJ,Challis,Challis,ID,USA,44.52297806,-114.2175642,,America/Boise,-6
S68,Orofino Municipal,Orofino,ID,USA,46.49129139,-116.2768061,,America/Los_Angeles,-7
U02,McCarley,Blackfoot,ID,USA,43.20925,-112.34958610000001,,America/Boise,-6
65S,Boundary County,Bonners Ferry,ID,USA,48.72632639,-116.29547609999999,,America/Los_Angeles,-7
SFY,Tri-Township ,Savanna,IL,USA,42.04581972,-90.10760056,,America/Chicago,-5
DKB,Dekalb-Taylor Municipal,Dekalb,IL,USA,41.93188111,-88.70829861,,America/Chicago,-5
FWC,Fairfield Municipal,Fairfield,IL,USA,38.37863306,-88.41265222,,America/Chicago,-5
K06,Greater Beardstown,Beardstown,IL,USA,39.97338139,-90.40373556,,America/Chicago,-5
1H8,Casey Municipal,Casey,IL,USA,39.30250917,-88.00406194,,America/Chicago,-5
C81,Campbell,Chicago/Round Lake Park,IL,USA,42.32461111,-88.07408806,,America/Chicago,-5
C18,Frankfort,Chicago/Frankfort,IL,USA,41.4775,-87.84047222,,America/Chicago,-5
OLY,Olney-Noble,Olney-Noble,IL,USA,38.72182722,-88.17643278,,America/Chicago,-5
1C5,Clow,Chicago/Plainfield,IL,USA,41.69597444,-88.12923056,,America/Chicago,-5
C15,Pekin Municipal,Pekin,IL,USA,40.48820611,-89.67591083,,America/Chicago,-5
C77,Poplar Grove ,Poplar Grove,IL,USA,42.32268639,-88.83651833,,America/Chicago,-5
PJY,Pinckneyville-Duquoin,Pinckneyville-Duquoin,IL,USA,37.97788417,-89.36044889,,America/Chicago,-5
11IS,Schaumburg Heliport,Chicago/Schaumburg,IL,USA,42.04808278,-88.05257194,,America/Chicago,-5
C34,Gibson City Municipal,Gibson City,IL,USA,40.48578389,-88.2672725,,America/Chicago,-5
FEP,Albertus,Freeport,IL,USA,42.24626722,-89.58223944,,America/Chicago,-5
AJG,Mt Carmel Municipal,Mt Carmel,IL,USA,38.60654722,-87.72669417,,America/Chicago,-5
C56,Sanger,Chicago/Monee,IL,USA,41.37756167,-87.68137528,,America/Chicago,-5
12C,Rochelle Municipal,Rochelle,IL,USA,41.89300139,-89.07829,,America/Chicago,-5
2H0,Shelby County,Shelbyville,IL,USA,39.41042861,-88.8454325,,America/Chicago,-5
HSB,Harrisburg-Raleigh,Harrisburg,IL,USA,37.8115,-88.54913889,,America/Chicago,-5
06C,Schaumburg,Chicago/Schaumburg,IL,USA,41.98934083,-88.10124278,,America/Chicago,-5
3MY,Mt. Hawley Auxiliary,Peoria,IL,USA,40.79525917,-89.6134025,,America/Chicago,-5
C73,Dixon Muni-Charles R Walgreen ,Dixon,IL,USA,41.83369889,-89.44621333,,America/Chicago,-5
ENL,Centralia Municipal,Centralia,IL,USA,38.51479889,-89.09217944,,America/Chicago,-5
RSV,Robinson Municipal,Robinson,IL,USA,39.01604222,-87.649775,,America/Chicago,-5
3LC,Logan County,Lincoln,IL,USA,40.15847222,-89.33497222,,America/Chicago,-5
3LF,Litchfield Municipal,Litchfield,IL,USA,39.16635306,-89.67489694,,America/Chicago,-5
CIR,Cairo,Cairo,IL,USA,37.06447222,-89.21961111,,America/Chicago,-5
EZI,Kewanee Municipal,Kewanee,IL,USA,41.20520361,-89.96386,,America/Chicago,-5
I88,Pontiac Municipal,Pontiac,IL,USA,40.92372222,-88.6255,,America/Chicago,-5
SLO,Salem-Leckrone,Salem,IL,USA,38.64287222,-88.96418528,,America/Chicago,-5
2I5,Chanute,Rantoul,IL,USA,40.29355556,-88.14236111,,America/Chicago,-5
MTO,Coles County Memorial,Mattoon-Charleston,IL,USA,39.47793722,-88.27923833,,America/Chicago,-5
C09,Morris Municipal,Morris,IL,USA,41.42541667,-88.41869444,,America/Chicago,-5
M30,Metropolis Municipal,Metropolis,IL,USA,37.18588722,-88.75061,,America/Chicago,-5
0C0,Dacy,Chicago/Harvard,IL,USA,42.40418556,-88.63343222,,America/Chicago,-5
C00,Mercer County,Aledo,IL,USA,41.248645,-90.73708361,,America/Chicago,-5
9I0,Havana Regional,Havana,IL,USA,40.221154999999996,-90.02289361,,America/Chicago,-5
VLA,Vandalia Municipal,Vandalia,IL,USA,38.99130556,-89.16622222,,America/Chicago,-5
I63,Mt. Sterling Municipal,Mt. Sterling,IL,USA,39.9875,-90.80416667,,America/Chicago,-5
MQB,Macomb Municipal,Macomb,IL,USA,40.52034556,-90.65246389,,America/Chicago,-5
CPS,St. Louis Downtown,Cahokia/St. Louis,IL,USA,38.57072444,-90.15622111,,America/Chicago,-5
SAR,Sparta Community-Hunter ,Sparta,IL,USA,38.14893833,-89.69870972,,America/Chicago,-5
GRE,Greenville,Greenville,IL,USA,38.83615778,-89.37841111,,America/Chicago,-5
CTK,Ingersoll,Canton,IL,USA,40.56909444,-90.074840000000009,,America/Chicago,-5
C75,Marshall County,Lacon,IL,USA,41.01928583,-89.38642222,,America/Chicago,-5
C66,Monmouth Municipal,Monmouth,IL,USA,40.92970444,-90.63110722,,America/Chicago,-5
LWV,Lawrenceville-Vincennes Municipal,Lawrenceville,IL,USA,38.76429639,-87.60549556,,America/Chicago,-5
3K6,St Louis-Metro East,Troy/Marine/St. Louis,IL,USA,38.73290861,-89.80656722,,America/Chicago,-5
1H2,Effingham County Memorial,Effingham,IL,USA,39.07045083,-88.53351972,,America/Chicago,-5
MVN,Mt Vernon-Outland,Mt. Vernon,IL,USA,38.32335444,-88.85847917,,America/Chicago,-5
10C,Galt,Chicago/Greenwood/Wonderlake,IL,USA,42.40266472,-88.37588917,,America/Chicago,-5
3CK,Lake In The Hills,Lake In The Hills,IL,USA,42.20680306,-88.32304028,,America/Chicago,-5
FOA,Flora,Flora,IL,USA,38.66494528,-88.45299556,,America/Chicago,-5
H96,Benton Municipal,Benton,IL,USA,38.00675111,-88.93441528,,America/Chicago,-5
IGQ,Lansing Municipal,Chicago/Lansing,IL,USA,41.53988889,-87.53216667,,America/Chicago,-5
IJX,Jacksonville Municipal,Jacksonville,IL,USA,39.77429694,-90.23856583,,America/Chicago,-5
K96,Tuscola,Tuscola,IL,USA,39.78086528,-88.306159999999991,,America/Chicago,-5
SQI,Whiteside Co ,Sterling Rockfalls,IL,USA,41.74284139,-89.67629028,,America/Chicago,-5
BAK,Columbus Municipal,Columbus,IN,USA,39.26191861,-85.89634556,,America/Indiana/Indianapolis,-4
JVY,Clark County,Jeffersonville,IN,USA,38.36562278,-85.73829639,,America/Kentucky/Louisville,-4
RZL,Jasper County,Rensselaer,IN,USA,40.94789861,-87.18257944,,America/Chicago,-5
SER,Freeman Municipal,Seymour,IN,USA,38.92355361,-85.90736556,,America/Indiana/Indianapolis,-4
I76,Peru Municipal,Peru,IN,USA,40.78631889,-86.14638306,,America/Indiana/Indianapolis,-4
IN03,Indianapolis Downtown,Indianapolis,IN,USA,39.76587639,-86.148875,,America/Indiana/Indianapolis,-4
4I7,Putnam County,Greencastle,IN,USA,39.63359556,-86.81383249999999,,America/Indiana/Indianapolis,-4
5I4,Sheridan,Sheridan,IN,USA,40.17792583,-86.21729889,,America/Indiana/Indianapolis,-4
GGP,Logansport Municipal,Logansport,IN,USA,40.71126139,-86.37449917,,America/Indiana/Indianapolis,-4
RID,Richmond Municipal,Richmond,IN,USA,39.75721528,-84.842819999999989,,America/Indiana/Indianapolis,-4
HNB,Huntingburg,Huntingburg,IN,USA,38.24902583,-86.95371833,,America/Indiana/Vincennes,-4
I22,Randolph County,Winchester,IN,USA,40.16885083,-84.92585333,,America/Indiana/Indianapolis,-4
PPO,La Porte Municipal,La Porte,IN,USA,41.57276194,-86.73413139,,America/Chicago,-5
BFR,Virgil I Grissom Municipal,Bedford,IN,USA,38.84003306,-86.44536361,,America/Indiana/Indianapolis,-4
C65,Plymouth Municipal,Plymouth,IN,USA,41.36513333,-86.30050417,,America/Indiana/Indianapolis,-4
HFY,Greenwood Municipal,Indianapolis/Greenwood,IN,USA,39.62841667,-86.08788889,,America/Indiana/Indianapolis,-4
CFJ,Crawfordsville Municipal,Crawfordsville,IN,USA,39.97562861,-86.91986361,,America/Indiana/Indianapolis,-4
CEV,Mettel ,Connersville,IN,USA,39.69803139,-85.13124528,,America/Indiana/Indianapolis,-4
FKR,Frankfort Municipal,Frankfort,IN,USA,40.27343083,-86.56217028,,America/Indiana/Indianapolis,-4
50I,Kentland Municipal,Kentland,IN,USA,40.75873222,-87.42821917,,America/Chicago,-5
HHG,Huntington Municipal,Huntington,IN,USA,40.852990000000005,-85.45941917,,America/Indiana/Indianapolis,-4
FRH,French Lick Municipal,French Lick,IN,USA,38.50622139,-86.63693528,,America/Indiana/Indianapolis,-4
1I9,Delphi Municipal,Delphi,IN,USA,40.54281417,-86.68167194,,America/Indiana/Indianapolis,-4
C62,Kendallville Municipal,Kendallville,IN,USA,41.47271639,-85.26080833,,America/Indiana/Indianapolis,-4
RCR,Fulton County,Rochester,IN,USA,41.06554833,-86.18170444,,America/Indiana/Indianapolis,-4
UMP,Indianapolis Metropolitan,Indianapolis,IN,USA,39.9352025,-86.04495333,,America/Indiana/Indianapolis,-4
05C,Griffith-Merrillville ,Griffith,IN,USA,41.51961917,-87.40109333,,America/Chicago,-5
SIV,Sullivan County,Sullivan,IN,USA,39.1147125,-87.44832917,,America/Indiana/Indianapolis,-4
EKM,Elkhart Municipal,Elkhart,IN,USA,41.71935833,-86.00168361,,America/Indiana/Indianapolis,-4
I83,Salem Municipal,Salem,IN,USA,38.60200167,-86.13997889,,America/Indiana/Indianapolis,-4
I42,Paoli Municipal,Paoli,IN,USA,38.58338806,-86.46248778,,America/Indiana/Indianapolis,-4
EYE,Eagle Creek Airpark,Indianapolis,IN,USA,39.83070944,-86.29438056,,America/Indiana/Indianapolis,-4
I34,Greensburg-Decatur County ,Greensburg,IN,USA,39.32691111,-85.52252694,,America/Indiana/Indianapolis,-4
UWL,New Castle-Henry Co ,New Castle,IN,USA,39.87585167,-85.32646806,,America/Indiana/Indianapolis,-4
OVO,North Vernon,North Vernon,IN,USA,39.04563667,-85.605330000000009,,America/Indiana/Indianapolis,-4
TYQ,Indianapolis Terry,Indianapolis,IN,USA,40.03064972,-86.2514375,,America/Indiana/Indianapolis,-4
IMS,Madison Municipal,Madison,IN,USA,38.75888889,-85.46552778,,America/Indiana/Indianapolis,-4
07C,Dekalb County,Auburn,IN,USA,41.30716667,-85.06433333,,America/Indiana/Indianapolis,-4
GEZ,Shelbyville Municipal,Shelbyville,IN,USA,39.58316583,-85.80481,,America/Indiana/Indianapolis,-4
GSH,Goshen Municipal,Goshen,IN,USA,41.52716028,-85.79210278,,America/Indiana/Indianapolis,-4
IWH,Wabash Municipal,Wabash,IN,USA,40.76195972,-85.79873417,,America/Indiana/Indianapolis,-4
MZZ,Marion Municipal,Marion,IN,USA,40.49037278,-85.67914389,,America/Indiana/Indianapolis,-4
OXI,Starke County,Knox,IN,USA,41.3301875,-86.66473194,,America/Indiana/Knox,-5
TEL,Perry County Municipal,Tell City,IN,USA,38.01769694,-86.690930000000009,,America/Indiana/Tell_City,-5
CNK,Blosser Municipal,Concordia,KS,USA,39.54925139,-97.65231667,,America/Chicago,-5
OIN,Oberlin Municipal,Oberlin,KS,USA,39.83378278,-100.53942359999999,,America/Chicago,-5
53K,Osage City Municipal,Osage City,KS,USA,38.63334222,-95.80859806,,America/Chicago,-5
LQR,Larned-Pawnee County,Larned,KS,USA,38.20809667,-99.08607306,,America/Chicago,-5
3K3,Syracuse-Hamilton County Municipal,Syracuse,KS,USA,37.99167972,-101.74628220000001,,America/Denver,-6
OWI,Ottawa Municipal,Ottawa,KS,USA,38.53866667,-95.25297222,,America/Chicago,-5
TQK,Scott City Municipal,Scott City,KS,USA,38.47427778,-100.8849444,,America/Chicago,-5
SYF,Cheyenne County Municipal,St Francis,KS,USA,39.76104833,-101.79584140000001,,America/Chicago,-5
ULS,Ulysses,Ulysses,KS,USA,37.60375278,-101.37338890000001,,America/Chicago,-5
5K2,Tribune Municipal,Tribune,KS,USA,38.45418222,-101.7462828,,America/Denver,-6
8K8,Cimarron Municipal,Cimarron,KS,USA,37.83057667,-100.35042220000001,,America/Chicago,-5
HQG,Hugoton Municipal,Hugoton,KS,USA,37.16308056,-101.3705267,,America/Chicago,-5
K34,Municipal,Gardner,KS,USA,38.80708333,-94.95602778,,America/Chicago,-5
EQA,Captain Jack Thomas,El Dorado,KS,USA,37.77410833,-96.81762778,,America/Chicago,-5
2K3,Stanton County Municipal,Johnson,KS,USA,37.58271111,-101.73281,,America/Chicago,-5
K68,Garnett Municipal,Garnett,KS,USA,38.27918833,-95.21691833,,America/Chicago,-5
K83,Sabetha Municipal,Sabetha,KS,USA,39.90416667,-95.7794325,,America/Chicago,-5
3JC,Freeman ,Junction City,KS,USA,39.04327556,-96.84328694,,America/Chicago,-5
3K7,Mark Hoard Memorial,Leoti,KS,USA,38.45696333,-101.3532161,,America/Chicago,-5
LYO,Lyons-Rice County Municipal,Lyons,KS,USA,38.34261472,-98.22709639,,America/Chicago,-5
PHG,Phillipsburg Municipal,Phillipsburg,KS,USA,39.73530556,-99.31741667,,America/Chicago,-5
48K,Ness City Municipal,Ness City,KS,USA,38.47110278,-99.90806667,,America/Chicago,-5
K82,Smith Center Municipal,Smith Center,KS,USA,39.76112278,-98.79343639,,America/Chicago,-5
0H1,Trego Wakeeney ,Wakeeney,KS,USA,39.0044525,-99.89289917,,America/Chicago,-5
HRU,Herington Municipal,Herington,KS,USA,38.68322389,-96.80800639,,America/Chicago,-5
K88,Allen County,Iola,KS,USA,37.87008333,-95.38638889,,America/Chicago,-5
36K,Lakin,Lakin,KS,USA,37.96946389,-101.2554472,,America/Chicago,-5
ANY,Anthony Municipal,Anthony,KS,USA,37.15852194,-98.07964667,,America/Chicago,-5
9K8,Kingman Municipal,Kingman,KS,USA,37.66660278,-98.12264722,,America/Chicago,-5
K67,Oswego Municipal,Oswego,KS,USA,37.15978667,-95.04246222,,America/Chicago,-5
9K7,Ellsworth Municipal ,Ellsworth,KS,USA,38.74750889,-98.23061222,,America/Chicago,-5
K61,Moritz Memorial,Beloit,KS,USA,39.47115222,-98.12878389,,America/Chicago,-5
MPR,McPherson,McPherson,KS,USA,38.35243722,-97.69133028,,America/Chicago,-5
UKL,Coffey County,Burlington,KS,USA,38.30248472,-95.7249575,,America/Chicago,-5
MEJ,Meade Municipal,Meade,KS,USA,37.27938889,-100.3563056,,America/Chicago,-5
PTS,Atkinson Municipal,Pittsburg,KS,USA,37.44855556,-94.73133333,,America/Chicago,-5
1K9,Satanta Municipal,Satanta,KS,USA,37.45419111,-100.99211190000001,,America/Chicago,-5
EHA,Elkhart-Morton County,Elkhart,KS,USA,37.00188194,-101.8821258,,America/Chicago,-5
EGT,Wellington Municipal,Wellington,KS,USA,37.32441028,-97.38732333,,America/Chicago,-5
K81,Miami County,Paola,KS,USA,38.53751389,-94.92524194,,America/Chicago,-5
K78,Abilene Municipal,Abilene.,KS,USA,38.90405583,-97.23585389,,America/Chicago,-5
HLC,Hill City Municipal,Hill City,KS,USA,39.37883611,-99.83149444,,America/Chicago,-5
CBK,Shaltz ,Colby,KS,USA,39.42753083,-101.0465719,,America/Chicago,-5
13K,Eureka Municipal,Eureka,KS,USA,37.8515825,-96.29169806,,America/Chicago,-5
3AU,Augusta Municipal,Augusta,KS,USA,37.67162778,-97.07787222,,America/Chicago,-5
FSK,Fort Scott Municipal,Fort Scott,KS,USA,37.79843056,-94.76938111,,America/Chicago,-5
K59,Amelia Earhart,Atchison,KS,USA,39.57052472,-95.18033139,,America/Chicago,-5
2M0,Princeton-Caldwell County,Princeton,KY,USA,37.11560444,-87.85556944,,America/Chicago,-5
4M7,Russellville-Logan County,Russellville,KY,USA,36.79991667,-86.81016667,,America/Chicago,-5
6I2,Lebanon-Springfield,Springfield,KY,USA,37.63355556,-85.24216667,,America/New_York,-4
M25,Mayfield-Graves County,Mayfield,KY,USA,36.76911111,-88.58472222,,America/Chicago,-5
27K,Georgetown-Scott County,Georgetown,KY,USA,38.23442528,-84.43468667,,America/New_York,-4
I32,Morehead-Rowan County,Morehead,KY,USA,38.13341472,-83.53796528,,America/New_York,-4
DWU,Ashland-Boyd County,Ashland,KY,USA,38.5545,-82.738,,America/New_York,-4
EKX,Elizabethtown,Elizabethtown,KY,USA,37.68694444,-85.92377778,,America/New_York,-4
1M7,Fulton,Fulton,KY,USA,36.52589417,-88.91561611,,America/Chicago,-5
BRY,Samuels ,Bardstown,KY,USA,37.81432167,-85.49963806,,America/New_York,-4
I35,Tucker-Guthrie Memorial,Harlan,KY,USA,36.85981028,-83.36101639,,America/New_York,-4
I05,Sturgis Municipal,Sturgis,KY,USA,37.54083333,-87.95183333,,America/Chicago,-5
I39,Madison County,Richmond,KY,USA,37.63152778,-84.33244444,,America/New_York,-4
EHR,Henderson City-County,Henderson,KY,USA,37.8078425,-87.685690000000008,,America/Chicago,-5
