flight_date,airline,tailnumber,flight_number,src,dest,departure_time,arrival_time,flight_time,distance
2019-11-28,DL,N914DN,1923,DAB,ATL,600,725,85.0,366.0
2019-11-28,DL,N922DX,1924,ATL,BWI,2116,2303,107.0,577.0
2019-11-28,DL,N905DN,1925,RIC,ATL,535,720,105.0,481.0
2019-11-28,DL,N684DA,1927,FLL,ATL,730,922,112.0,581.0
2019-11-28,DL,N374DA,1930,DTW,PBI,820,1123,183.0,1086.0
2019-11-28,DL,N374DA,1930,PBI,DTW,1213,1508,175.0,1086.0
2019-11-28,DL,N332DN,1932,LAS,DTW,600,1250,230.0,1749.0
2019-11-28,DL,N359DN,1934,ATL,MSP,1756,1935,159.0,907.0
2019-11-28,DL,N373DX,1936,MSP,MIA,855,1326,211.0,1501.0
2019-11-28,DL,N825DN,1937,BWI,DTW,555,730,95.0,409.0
2019-11-28,DL,N333NW,1940,SEA,PHX,736,1125,169.0,1107.0
2019-11-28,DL,N333NW,1940,PHX,SEA,1211,1436,205.0,1107.0
2019-11-28,DL,N908DN,1941,ABQ,ATL,600,1056,176.0,1269.0
2019-11-28,DL,N390DN,1943,BOS,DTW,1445,1658,133.0,632.0
2019-11-28,DL,N546US,1944,ATL,LAX,1240,1434,294.0,1947.0
2019-11-28,DL,N312US,1945,PHX,SEA,800,1027,207.0,1107.0
2019-11-28,DL,N855DN,1946,CLE,ATL,930,1121,111.0,554.0
2019-11-28,DL,N887DN,1947,MSP,LAX,1250,1454,244.0,1535.0
2019-11-28,DL,N336NW,1948,SLC,BOI,1120,1227,67.0,290.0
2019-11-28,DL,N117DU,1949,SLC,SNA,835,925,110.0,588.0
2019-11-28,DL,N117DU,1949,SNA,SLC,1005,1251,106.0,588.0
2019-11-28,DL,N366DX,1950,MCO,LGA,800,1033,153.0,950.0
2019-11-28,DL,N965AT,1951,CLT,DTW,1325,1510,105.0,500.0
2019-11-28,DL,N909DE,1952,DSM,ATL,540,854,134.0,743.0
2019-11-28,DL,N900PC,1954,LAX,ATL,900,1614,254.0,1947.0
2019-11-28,DL,N667DN,1955,MSY,ATL,700,928,88.0,425.0
2019-11-28,DL,N930DZ,1959,DTW,TPA,842,1123,161.0,983.0
2019-11-28,DL,N345NW,1960,DCA,DTW,600,737,97.0,405.0
2019-11-28,DL,N816DN,1961,RIC,ATL,800,950,110.0,481.0
2019-11-28,DL,N863DN,1962,PBI,ATL,845,1032,107.0,545.0
2019-11-28,DL,N990AT,1964,ORD,LGA,945,1249,124.0,733.0
2019-11-28,DL,N385DN,1965,LGA,DEN,805,1034,269.0,1620.0
2019-11-28,DL,N385DN,1965,DEN,LGA,1124,1701,217.0,1620.0
2019-11-28,DL,N115DU,1968,DTW,DFW,845,1039,174.0,986.0
2019-11-28,DL,N881DN,1969,LAX,MSP,30,605,215.0,1535.0
2019-11-28,DL,N316NB,1970,BWI,DTW,1317,1447,90.0,409.0
2019-11-28,DL,N962DL,1971,ATL,CHS,1758,1914,76.0,259.0
2019-11-28,DL,N372NW,1972,AUS,JFK,800,1238,218.0,1521.0
2019-11-28,DL,N924AT,1973,ATL,HOU,1010,1126,136.0,696.0
2019-11-28,DL,N688DL,1974,CHS,ATL,700,816,76.0,259.0
2019-11-28,DL,N927DZ,1981,MSP,SMF,1145,1342,237.0,1517.0
2019-11-28,DL,N990DL,1983,ATL,SAV,1509,1613,64.0,214.0
2019-11-28,DL,N353DN,1984,AUS,ATL,600,910,130.0,813.0
2019-11-28,DL,N3731T,1985,SEA,SLC,600,858,118.0,689.0
2019-11-28,DL,N351DN,1987,ATL,MIA,835,1023,108.0,594.0
2019-11-28,DL,N544US,1988,MCO,ATL,515,645,90.0,404.0
2019-11-28,DL,N358DN,1989,FAR,MSP,800,910,70.0,223.0
2019-11-28,DL,N339DN,1991,MSP,ATL,520,849,149.0,907.0
2019-11-28,DL,N686DA,1993,JAX,ATL,727,843,76.0,270.0
2019-11-28,DL,N359NW,1996,MSP,LGA,659,1044,165.0,1020.0
2019-11-28,DL,N994AT,1997,JFK,DCA,2054,2220,86.0,213.0
2019-11-28,DL,N962DN,1998,ATL,MIA,1511,1704,113.0,594.0
2019-11-28,DL,N822DN,2001,PDX,MSP,645,1155,190.0,1426.0
2019-11-28,DL,N951AT,2004,MYR,ATL,600,720,80.0,317.0
2019-11-28,DL,N358NB,2005,SLC,GEG,1515,1556,101.0,546.0
2019-11-28,DL,N849DN,2007,PHX,SLC,700,838,98.0,507.0
2019-11-28,DL,N919DN,2014,SYR,ATL,600,832,152.0,794.0
2019-11-28,DL,N956AT,2015,MSP,MEM,845,1102,137.0,700.0
2019-11-28,DL,N821DX,2018,MCO,ATL,1321,1457,96.0,404.0
2019-11-28,DL,N301DV,2020,ATL,LAS,1814,1944,270.0,1747.0
2019-11-28,DL,N874DN,2021,ATL,JFK,1745,2008,143.0,760.0
2019-11-28,DL,N866DN,2022,DTW,ATL,845,1050,125.0,594.0
2019-11-28,DL,N919AT,2023,HSV,ATL,530,726,56.0,151.0
2019-11-28,DL,N303DN,2028,ATL,LAS,816,941,265.0,1747.0
2019-11-28,DL,N303DN,2028,LAS,ATL,1041,1728,227.0,1747.0
2019-11-28,DL,N928DN,2029,ATL,ECP,911,914,63.0,240.0
2019-11-28,DL,N928DN,2029,ECP,ATL,1000,1206,66.0,240.0
2019-11-28,DL,N305DQ,2030,MDW,ATL,600,856,116.0,591.0
2019-11-28,DL,N840DN,2031,PBI,ATL,530,719,109.0,545.0
2019-11-28,DL,N370NB,2032,MSP,JFK,650,1033,163.0,1029.0
2019-11-28,DL,N916DL,2033,ATL,ALB,1510,1729,139.0,853.0
2019-11-28,DL,N301DV,2034,ATL,RDU,1332,1450,78.0,356.0
2019-11-28,DL,N301DV,2034,RDU,ATL,1548,1716,88.0,356.0
2019-11-28,DL,N346DN,2038,ATL,PHX,1354,1602,248.0,1587.0
2019-11-28,DL,N987DL,2041,ATL,SAV,1000,1105,65.0,214.0
2019-11-28,DL,N860DN,2042,PHX,JFK,705,1347,282.0,2153.0
2019-11-28,DL,N365DN,2046,ATL,PHX,1455,1703,248.0,1587.0
2019-11-28,DL,N894AT,2052,AVP,ATL,600,818,138.0,714.0
2019-11-28,DL,N927DN,2053,ATL,BUF,1006,1207,121.0,712.0
2019-11-28,DL,N692DL,2054,ATL,SFO,1454,1718,324.0,2139.0
2019-11-28,DL,N939AT,2055,ATL,DAL,1359,1512,133.0,721.0
2019-11-28,DL,N377DN,2057,LGA,ATL,1100,1337,157.0,762.0
2019-11-28,DL,N342DN,2058,MCO,JFK,730,1002,152.0,944.0
2019-11-28,DL,N328NB,2060,MSO,SLC,610,744,94.0,436.0
2019-11-28,DL,N924DZ,2061,PHL,ATL,700,911,131.0,666.0
2019-11-28,DL,N3751B,2065,BIL,MSP,600,857,117.0,748.0
2019-11-28,DL,N376DN,2066,LAS,SLC,1053,1311,78.0,368.0
2019-11-28,DL,N380DN,2067,ATL,MEM,1826,1842,76.0,332.0
2019-11-28,DL,N374NW,2068,SAT,JFK,808,1257,229.0,1587.0
2019-11-28,DL,N704X,2071,LAX,SLC,1858,2144,106.0,590.0
2019-11-28,DL,N318DX,2072,GEG,MSP,655,1143,168.0,1175.0
2019-11-28,DL,N853DN,2074,ATL,ORF,945,1117,92.0,516.0
2019-11-28,DL,N853DN,2074,ORF,ATL,1215,1409,114.0,516.0
2019-11-28,DL,N659DL,2075,ATL,MCI,1028,1134,126.0,692.0
2019-11-28,DL,N395DZ,2076,ATL,SLC,1520,1732,252.0,1590.0
2019-11-28,DL,N366NW,2079,BOS,DTW,545,758,133.0,632.0
2019-11-28,DL,N690DL,2081,ATL,TPA,1526,1650,84.0,406.0
2019-11-28,DL,N913DN,2084,ATL,SDF,902,1021,79.0,321.0
2019-11-28,DL,N913DN,2084,SDF,ATL,1109,1236,87.0,321.0
2019-11-28,DL,N853DN,2085,MKE,ATL,545,847,122.0,669.0
2019-11-28,DL,N950AT,2086,DCA,JFK,600,711,71.0,213.0
2019-11-28,DL,N969DL,2088,LIT,ATL,1213,1442,89.0,453.0
2019-11-28,DL,N314NB,2089,MSP,SNA,1125,1328,243.0,1522.0
2019-11-28,DL,N844DN,2090,ATL,SLC,1800,2010,250.0,1590.0
2019-11-28,DL,N684DA,2091,ATL,TPA,1052,1221,89.0,406.0
2019-11-28,DL,N958DL,2094,ATL,BHM,825,818,53.0,134.0
2019-11-28,DL,N958DL,2094,BHM,ATL,902,1103,61.0,134.0
2019-11-28,DL,N361NB,2096,ROA,ATL,600,735,95.0,357.0
2019-11-28,DL,N115DU,2097,DTW,EWR,1650,1832,102.0,488.0
2019-11-28,DL,N935DN,2099,SDF,ATL,600,723,83.0,321.0
2019-11-28,DL,N342NW,2101,AUS,DTW,715,1056,161.0,1149.0
2019-11-28,DL,N394DX,2102,ATL,BOS,1010,1243,153.0,946.0
2019-11-28,DL,N307DQ,2104,ATL,EYW,915,1104,109.0,646.0
2019-11-28,DL,N307DQ,2104,EYW,ATL,1145,1344,119.0,646.0
2019-11-28,DL,N915DU,2106,ATL,MCI,838,948,130.0,692.0
2019-11-28,DL,N915DU,2106,MCI,ATL,1115,1410,115.0,692.0
2019-11-28,DL,N390DA,2107,CLT,SLC,730,1013,283.0,1727.0
2019-11-28,DL,N3743H,2108,PDX,SEA,721,820,59.0,129.0
2019-11-28,DL,N932AT,2111,BOS,RDU,850,1053,123.0,612.0
2019-11-28,DL,N918DH,2113,ATL,PHL,1210,1406,116.0,666.0
2019-11-28,DL,N918DH,2113,PHL,ATL,1455,1707,132.0,666.0
2019-11-28,DL,N327NW,2114,COS,ATL,636,1125,169.0,1184.0
2019-11-28,DL,N910AT,2115,MSP,PHL,1245,1613,148.0,980.0
2019-11-28,DL,N109DU,2118,LGA,IAH,600,856,236.0,1416.0
2019-11-28,DL,N109DU,2118,IAH,LGA,945,1407,202.0,1416.0
2019-11-28,DL,N336DX,2119,LGA,MSP,759,1002,183.0,1020.0
2019-11-28,DL,N939AT,2120,ATL,MDW,857,950,113.0,591.0
2019-11-28,DL,N939AT,2120,MDW,ATL,1030,1314,104.0,591.0
2019-11-28,DL,N6703D,2123,SJC,ATL,620,1354,274.0,2116.0
2019-11-28,DL,N386DA,2124,SEA,SLC,950,1249,119.0,689.0
2019-11-28,DL,N1200K,2125,SLC,ATL,1530,2106,216.0,1590.0
2019-11-28,DL,N539US,2127,FLL,ATL,530,723,113.0,581.0
2019-11-28,DL,N541US,2128,DTW,MCO,1225,1501,156.0,957.0
2019-11-28,DL,N915DN,2129,ROC,ATL,600,816,136.0,749.0
2019-11-28,DL,N549US,2130,TPA,ATL,1850,2030,100.0,406.0
2019-11-28,DL,N334NW,2132,ATL,SAT,958,1130,152.0,874.0
2019-11-28,DL,N334NW,2132,SAT,ATL,1219,1536,137.0,874.0
2019-11-28,DL,N945AT,2133,CLT,ATL,1530,1650,80.0,226.0
2019-11-28,DL,N917DN,2136,ATL,ELP,941,1058,197.0,1282.0
2019-11-28,DL,N953AT,2137,TYS,ATL,730,833,63.0,152.0
2019-11-28,DL,N876DN,2139,JFK,ATL,1140,1410,150.0,760.0
2019-11-28,DL,N552NW,2140,SLC,SEA,1100,1228,148.0,689.0
2019-11-28,DL,N859DN,2141,ATL,ORF,1216,1351,95.0,516.0
2019-11-28,DL,N964AT,2143,MSP,CVG,1520,1804,104.0,596.0
2019-11-28,DL,N958DL,2145,SAV,ATL,630,735,65.0,214.0
2019-11-28,DL,N919DN,2146,ATL,ROC,952,1158,126.0,749.0
2019-11-28,DL,N359NW,2149,LGA,MSP,1200,1406,186.0,1020.0
2019-11-28,DL,N377DN,2151,MIA,LGA,700,958,178.0,1096.0
2019-11-28,DL,N385DZ,2152,ATL,IAH,1159,1307,128.0,689.0
2019-11-28,DL,N385DZ,2152,IAH,ATL,1405,1702,117.0,689.0
2019-11-28,DL,N776DE,2153,ONT,SLC,600,849,109.0,558.0
2019-11-28,DL,N594NW,2155,SLC,ATL,700,1242,222.0,1590.0
2019-11-28,DL,N954AT,2157,ATL,CAE,1005,1105,60.0,192.0
2019-11-28,DL,N954AT,2157,CAE,ATL,1144,1259,75.0,192.0
2019-11-28,DL,N922AT,2159,MEM,DTW,830,1120,110.0,610.0
2019-11-28,DL,N923DZ,2161,ATL,PIT,726,907,101.0,526.0
2019-11-28,DL,N923DZ,2161,PIT,ATL,1006,1156,110.0,526.0
2019-11-28,DL,N179DN,2164,LAX,JFK,915,1742,327.0,2475.0
2019-11-28,DL,N673DL,2165,MCI,ATL,700,1000,120.0,692.0
2019-11-28,DL,N900DU,2166,SEA,ATL,1200,1936,276.0,2182.0
2019-11-28,DL,N323US,2168,RDU,MSP,604,755,171.0,980.0
2019-11-28,DL,N824DN,2176,ATL,BNA,2115,2123,68.0,214.0
2019-11-28,DL,N867DN,2177,DTW,RSW,1255,1540,165.0,1084.0
2019-11-28,DL,N334NW,2179,MHT,ATL,559,902,183.0,952.0
2019-11-28,DL,N366DX,2181,LGA,MCO,1136,1430,174.0,950.0
2019-11-28,DL,N963DN,2183,ATL,ORD,858,1000,122.0,606.0
2019-11-28,DL,N963DN,2183,ORD,ATL,1045,1341,116.0,606.0
2019-11-28,DL,N915DN,2184,ATL,SDF,1512,1633,81.0,321.0
2019-11-28,DL,N322DN,2185,FLL,JFK,720,1010,170.0,1069.0
2019-11-28,DL,N331DN,2187,MKE,DTW,530,737,67.0,237.0
2019-11-28,DL,N997AT,2189,DTW,ORD,1255,1321,86.0,235.0
2019-11-28,DL,N362NW,2190,MIA,JFK,1212,1505,173.0,1089.0
2019-11-28,DL,N3756,2191,SLC,SEA,855,1020,145.0,689.0
2019-11-28,DL,N310DE,2192,ATL,EYW,1105,1256,111.0,646.0
2019-11-28,DL,N838DN,2193,MSP,SEA,655,852,237.0,1399.0
2019-11-28,DL,N670DN,2195,RSW,ATL,600,742,102.0,515.0
2019-11-28,DL,N372DA,2196,ATL,IND,738,909,91.0,432.0
2019-11-28,DL,N372DA,2196,IND,ATL,955,1125,90.0,432.0
2019-11-28,DL,N878DN,2197,CMH,ATL,600,731,91.0,447.0
2019-11-28,DL,N835DN,2198,JFK,LAS,1729,2025,356.0,2248.0
2019-11-28,DL,N332NB,2207,LAX,PDX,745,1009,144.0,834.0
2019-11-28,DL,N865DN,2209,JFK,PHX,1815,2154,339.0,2153.0
2019-11-28,DL,N929DZ,2210,SLC,CVG,1130,1646,196.0,1450.0
2019-11-28,DL,N818DA,2211,GRR,ATL,600,756,116.0,640.0
2019-11-28,DL,N844DN,2212,EWR,ATL,1430,1648,138.0,746.0
2019-11-28,DL,N337NW,2225,SLC,SEA,700,830,150.0,689.0
2019-11-28,DL,N583NW,2227,ATL,FLL,700,845,105.0,581.0
2019-11-28,DL,N583NW,2227,FLL,ATL,943,1138,115.0,581.0
2019-11-28,DL,N903DN,2232,SEA,MSP,800,1318,198.0,1399.0
2019-11-28,DL,N608AT,2234,PIT,MSP,615,742,147.0,726.0
2019-11-28,DL,N318DX,2238,DCA,ATL,1758,1958,120.0,547.0
2019-11-28,DL,N359NW,2239,MSP,JFK,1454,1839,165.0,1029.0
2019-11-28,DL,N894DN,2240,ANC,SEA,600,1040,220.0,1448.0
2019-11-28,DL,N380DN,2241,AUS,ATL,1350,1658,128.0,813.0
2019-11-28,DL,N990DL,2242,BHM,ATL,740,947,67.0,134.0
2019-11-28,DL,N186DN,2243,ATL,SLC,1036,1246,250.0,1590.0
2019-11-28,DL,N901DN,2245,EWR,ATL,1030,1257,147.0,746.0
2019-11-28,DL,N979AT,2251,ATL,CLT,1025,1133,68.0,226.0
2019-11-28,DL,N6704Z,2252,ATL,MCO,650,819,89.0,404.0
2019-11-28,DL,N6704Z,2252,MCO,ATL,920,1050,90.0,404.0
2019-11-28,DL,N326NB,2256,SLC,STL,945,1340,175.0,1156.0
2019-11-28,DL,N546US,2258,OGG,SEA,2125,500,335.0,2640.0
2019-11-28,DL,N907DL,2261,DAY,ATL,600,745,105.0,432.0
2019-11-28,DL,N898DN,2263,SJC,SLC,615,905,110.0,584.0
2019-11-28,DL,N369DN,2269,ATL,DFW,1030,1154,144.0,731.0
2019-11-28,DL,N369DN,2269,DFW,ATL,1320,1622,122.0,731.0
2019-11-28,DL,N997AT,2270,SYR,DTW,600,745,105.0,374.0
2019-11-28,DL,N920DU,2271,PBI,ATL,730,920,110.0,545.0
2019-11-28,DL,N351NW,2272,ATL,SRQ,1115,1241,86.0,444.0
2019-11-28,DL,N803DN,2273,SLC,LAX,1519,1613,114.0,590.0
2019-11-28,DL,N370DN,2276,MCO,LGA,600,829,149.0,950.0
2019-11-28,DL,N316DN,2277,ATL,LGA,930,1134,124.0,762.0
2019-11-28,DL,N326US,2280,LGA,TPA,805,1102,177.0,1010.0
2019-11-28,DL,N326US,2280,TPA,LGA,1210,1447,157.0,1010.0
2019-11-28,DL,N393DN,2282,ATL,MSP,1241,1415,154.0,907.0
2019-11-28,DL,N821DX,2283,TPA,ATL,700,838,98.0,406.0
2019-11-28,DL,N326DN,2284,DTW,PHX,848,1105,257.0,1671.0
2019-11-28,DL,N362NW,2287,JFK,TPA,1925,2219,174.0,1005.0
2019-11-28,DL,N989AT,2291,ATL,IAD,1253,1428,95.0,534.0
2019-11-28,DL,N328NB,2295,SLC,SAN,835,928,113.0,626.0
2019-11-28,DL,N328NB,2295,SAN,SLC,1016,1311,115.0,626.0
2019-11-28,DL,N6704Z,2297,JAX,ATL,1550,1706,76.0,270.0
2019-11-28,DL,N665DN,2301,MCO,DTW,624,900,156.0,957.0
2019-11-28,DL,N322US,2303,MSP,RDU,710,1046,156.0,980.0
2019-11-28,DL,N910DN,2308,IAH,ATL,600,859,119.0,689.0
2019-11-28,DL,N971DL,2309,ATL,STL,815,858,103.0,484.0
2019-11-28,DL,N971DL,2309,STL,ATL,943,1211,88.0,484.0
2019-11-28,DL,N301DV,2312,LAS,DTW,2330,620,230.0,1749.0
2019-11-28,DL,N301NB,2313,SFO,LAX,845,1021,96.0,337.0
2019-11-28,DL,N978DL,2317,ATL,AGS,2122,2218,56.0,143.0
2019-11-28,DL,N343NB,2321,JFK,BOS,1930,2056,86.0,187.0
2019-11-28,DL,N354NW,2324,JFK,FLL,805,1103,178.0,1069.0
2019-11-28,DL,N337DN,2325,SLC,ATL,958,1538,220.0,1590.0
2019-11-28,DL,N549US,2330,ATL,TPA,1225,1349,84.0,406.0
2019-11-28,DL,N988AT,2331,BNA,MSP,559,813,134.0,695.0
2019-11-28,DL,N337NB,2332,MSP,IND,650,920,90.0,503.0
2019-11-28,DL,N337NB,2332,IND,MSP,1000,1045,105.0,503.0
2019-11-28,DL,N998AT,2336,CLT,ATL,700,820,80.0,226.0
2019-11-28,DL,N548US,2338,LAX,HNL,1050,1446,356.0,2556.0
2019-11-28,DL,N105DU,2340,IAH,SLC,1205,1422,197.0,1195.0
2019-11-28,DL,N852DN,2341,JFK,ATL,600,820,140.0,760.0
2019-11-28,DL,N993DL,2344,ATL,XNA,1359,1454,115.0,589.0
2019-11-28,DL,N908DE,2345,SAV,ATL,900,1011,71.0,214.0
2019-11-28,DL,N171DN,2346,JFK,LAX,820,1145,385.0,2475.0
2019-11-28,DL,N344DN,2349,ATL,DCA,1220,1402,102.0,547.0
2019-11-28,DL,N344DN,2349,DCA,ATL,1502,1658,116.0,547.0
2019-11-28,DL,N810DN,2350,ATL,JFK,831,1039,128.0,760.0
2019-11-28,DL,N338NW,2351,ATL,RDU,731,851,80.0,356.0
2019-11-28,DL,N338NW,2351,RDU,ATL,937,1103,86.0,356.0
2019-11-28,DL,N912DE,2352,ALB,ATL,555,844,169.0,853.0
2019-11-28,DL,N827DN,2353,JFK,ATL,830,1101,151.0,760.0
2019-11-28,DL,N355DN,2354,PHX,ATL,1140,1710,210.0,1587.0
2019-11-28,DL,N918DH,2357,ATL,ORD,2105,2209,124.0,606.0
2019-11-28,DL,N388DN,2358,LGA,PBI,805,1107,182.0,1035.0
2019-11-28,DL,N388DN,2358,PBI,LGA,1206,1452,166.0,1035.0
2019-11-28,DL,N364NW,2360,JAX,DTW,845,1103,138.0,813.0
2019-11-28,DL,N339DN,2362,ATL,LGA,830,1039,129.0,762.0
2019-11-28,DL,N6714Q,2363,MCI,ATL,600,900,120.0,692.0
2019-11-28,DL,N607AT,2366,HOU,ATL,805,1102,117.0,696.0
2019-11-28,DL,N961DL,2368,ATL,GSP,855,950,55.0,153.0
2019-11-28,DL,N961DL,2368,GSP,ATL,1034,1137,63.0,153.0
2019-11-28,DL,N710TW,2371,JFK,LAS,805,1055,350.0,2248.0
2019-11-28,DL,N710TW,2371,LAS,JFK,1215,2013,298.0,2248.0
2019-11-28,DL,N696DL,2372,TPA,ATL,1548,1723,95.0,406.0
2019-11-28,DL,N351NB,2375,SLC,JAC,1105,1206,61.0,205.0
2019-11-28,DL,N351NB,2375,JAC,SLC,1251,1358,67.0,205.0
2019-11-28,DL,N875DN,2376,DTW,SEA,1220,1433,313.0,1927.0
2019-11-28,DL,N337DN,2377,LAX,SLC,600,857,117.0,590.0
2019-11-28,DL,N386DN,2378,SAN,SLC,1130,1426,116.0,626.0
2019-11-28,DL,N906DE,2382,SDF,ATL,810,941,91.0,321.0
2019-11-28,DL,N366NB,2384,LAX,SFO,815,947,92.0,337.0
2019-11-28,DL,N366NB,2384,SFO,LAX,1055,1225,90.0,337.0
2019-11-28,DL,N357NW,2385,JFK,MIA,1532,1841,189.0,1089.0
2019-11-28,DL,N357NW,2385,MIA,JFK,1959,2253,174.0,1089.0
2019-11-28,DL,N915DN,2387,ATL,DAB,925,1045,80.0,366.0
2019-11-28,DL,N806DN,2389,EWR,ATL,600,820,140.0,746.0
2019-11-28,DL,N6711M,2390,ATL,FLL,807,954,107.0,581.0
2019-11-28,DL,N334NW,2391,ATL,MOB,1825,1839,74.0,302.0
2019-11-28,DL,N918DU,2392,IAD,ATL,710,901,111.0,534.0
2019-11-28,DL,N317US,2395,PBI,LGA,730,1018,168.0,1035.0
2019-11-28,DL,N329NW,2397,MSP,AUS,1129,1411,162.0,1042.0
2019-11-28,DL,N855DN,2399,ATL,RIC,1220,1350,90.0,481.0
2019-11-28,DL,N334DN,2400,ATL,LGA,730,940,130.0,762.0
2019-11-28,DL,N336NB,2401,SFO,SLC,605,854,109.0,599.0
2019-11-28,DL,N354DN,2402,SAT,ATL,705,1021,136.0,874.0
2019-11-28,DL,N349DX,2405,ATL,MIA,935,1125,110.0,594.0
2019-11-28,DL,N349DX,2405,MIA,ATL,1225,1419,114.0,594.0
2019-11-28,DL,N3767,2406,EWR,ATL,700,922,142.0,746.0
2019-11-28,DL,N805DN,2409,DTW,RSW,825,1116,171.0,1084.0
2019-11-28,DL,N805DN,2409,RSW,DTW,1215,1507,172.0,1084.0
2019-11-28,DL,N351NW,2410,DAL,ATL,700,958,118.0,721.0
2019-11-28,DL,N374NW,2412,JFK,ATL,1353,1620,147.0,760.0
2019-11-28,DL,N3748Y,2414,SEA,LAS,759,1032,153.0,867.0
2019-11-28,DL,N3748Y,2414,LAS,SEA,1145,1429,164.0,867.0
2019-11-28,DL,N912DU,2415,ATL,EWR,2109,2321,132.0,746.0
2019-11-28,DL,N354DN,2418,ATL,LGA,1130,1336,126.0,762.0
2019-11-28,DL,N925DZ,2419,CMH,ATL,700,834,94.0,447.0
2019-11-28,DL,N978AT,2420,CAE,ATL,1741,1853,72.0,192.0
2019-11-28,DL,N373DA,2423,CMH,MSP,645,743,118.0,626.0
2019-11-28,DL,N358NW,2424,MSP,ORD,650,822,92.0,334.0
2019-11-28,DL,N358NW,2424,ORD,MSP,910,1043,93.0,334.0
2019-11-28,DL,N398DA,2428,SLC,OAK,840,943,123.0,588.0
2019-11-28,DL,N398DA,2428,OAK,SLC,1031,1313,102.0,588.0
2019-11-28,DL,N317NB,2429,SEA,SFO,905,1122,137.0,679.0
2019-11-28,DL,N317NB,2429,SFO,SEA,1202,1424,142.0,679.0
2019-11-28,DL,N978DL,2430,ECP,ATL,800,1009,69.0,240.0
2019-11-28,DL,N370NB,2432,JFK,MSP,1120,1319,179.0,1029.0
2019-11-28,DL,N670DN,2433,ATL,MSY,851,923,92.0,425.0
2019-11-28,DL,N3759,2434,LAX,BNA,1001,1553,232.0,1797.0
2019-11-28,DL,N915DU,2435,IND,ATL,557,732,95.0,432.0
2019-11-28,DL,N3731T,2440,SLC,SEA,1010,1135,145.0,689.0
2019-11-28,DL,N993DL,2441,ATL,MEM,826,845,79.0,332.0
2019-11-28,DL,N993DL,2441,MEM,ATL,930,1148,78.0,332.0
2019-11-28,DL,N669DN,2442,JAX,ATL,625,741,76.0,270.0
2019-11-28,DL,N3738B,2443,DTW,MSY,845,1018,153.0,926.0
2019-11-28,DL,N3738B,2443,MSY,DTW,1115,1444,149.0,926.0
2019-11-28,DL,N967AT,2444,MEM,MSP,600,809,129.0,700.0
2019-11-28,DL,N659DL,2446,TPA,ATL,800,929,89.0,406.0
2019-11-28,DL,N840DN,2447,PBI,ATL,1500,1650,110.0,545.0
2019-11-28,DL,N387DA,2449,ATL,EWR,1455,1708,133.0,746.0
2019-11-28,DL,N387DA,2449,EWR,ATL,1755,2023,148.0,746.0
2019-11-28,DL,N832DN,2452,ATL,RIC,956,1129,93.0,481.0
2019-11-28,DL,N832DN,2452,RIC,ATL,1227,1414,107.0,481.0
2019-11-28,DL,N375DN,2453,MSP,LAS,1446,1607,201.0,1299.0
2019-11-28,DL,N680DA,2454,SNA,ATL,645,1358,253.0,1919.0
2019-11-28,DL,N354NW,2456,FLL,JFK,1530,1830,180.0,1069.0
2019-11-28,DL,N871DN,2457,ATL,BDL,830,1040,130.0,859.0
2019-11-28,DL,N871DN,2457,BDL,ATL,1140,1413,153.0,859.0
2019-11-28,DL,N966DL,2458,ICT,ATL,552,903,131.0,782.0
2019-11-28,DL,N903DN,2460,MSP,IND,1449,1719,90.0,503.0
2019-11-28,DL,N678DL,2461,SEA,MSP,35,547,192.0,1399.0
2019-11-28,DL,N964DL,2463,ATL,ICT,950,1109,139.0,782.0
2019-11-28,DL,N357NW,2464,TPA,JFK,750,1025,155.0,1005.0
2019-11-28,DL,N928DN,2465,ATL,BDL,1257,1508,131.0,859.0
2019-11-28,DL,N979DL,2472,CHS,ATL,1552,1707,75.0,259.0
2019-11-28,DL,N366NB,2473,SAN,LAX,618,724,66.0,109.0
2019-11-28,DL,N906AT,2474,MSP,RDU,1247,1618,151.0,980.0
2019-11-28,DL,N884DN,2475,MSP,DEN,1438,1545,127.0,680.0
2019-11-28,DL,N979AT,2478,VPS,ATL,720,932,72.0,250.0
2019-11-28,DL,N977AT,2480,MDT,ATL,600,805,125.0,620.0
2019-11-28,DL,N839DN,2485,BNA,ATL,525,734,69.0,214.0
2019-11-28,DL,N983AT,2486,LGA,ORD,1010,1157,167.0,733.0
2019-11-28,DL,N844DN,2487,ATL,EWR,955,1200,125.0,746.0
2019-11-28,DL,N119DU,2490,SFO,SEA,1016,1233,137.0,679.0
2019-11-28,DL,N963DN,2493,ATL,BDL,2105,2320,135.0,859.0
2019-11-28,DL,N673DL,2494,FLL,ATL,1504,1655,111.0,581.0
2019-11-28,DL,N921DN,2495,ATL,SAT,1530,1705,155.0,874.0
2019-11-28,DL,N930AT,2497,CLE,MSP,700,804,124.0,622.0
2019-11-28,DL,N950AT,2498,JFK,CHS,843,1101,138.0,636.0
2019-11-28,DL,N950AT,2498,CHS,JFK,1144,1340,116.0,636.0
2019-11-28,DL,N325DN,2499,SLC,MSP,820,1153,153.0,991.0
2019-11-28,DL,N126DU,2505,SLC,IAH,935,1330,175.0,1195.0
2019-11-28,DL,N965DL,2506,ATL,ECP,1352,1355,63.0,240.0
2019-11-28,DL,N964DL,2507,SAV,ATL,729,848,79.0,214.0
